threshold,source_repo,target_repo,shift_at_step,mean_commit_error,drift_detected,model_adapted,buffer_size,total_adaptations,step,segment,commit_sha
0.5,pathspec,pyjwt,120,0.484,False,False,5000,0,0,source,mut_271a88b94f2a
0.5,pathspec,pyjwt,120,0.1686,False,False,5000,0,1,source,mut_273b59fab021
0.5,pathspec,pyjwt,120,0.2808,False,False,5000,0,2,source,mut_27531e910b3c
0.5,pathspec,pyjwt,120,0.0182,False,False,5000,0,3,source,mut_2772e8b27f7f
0.5,pathspec,pyjwt,120,0.0565,False,False,5000,0,4,source,mut_29db292771c0
0.5,pathspec,pyjwt,120,0.2303,False,False,5000,0,5,source,mut_2a46d9d58366
0.5,pathspec,pyjwt,120,0.0779,False,False,5000,0,6,source,mut_2a4800141334
0.5,pathspec,pyjwt,120,0.1293,False,False,5000,0,7,source,mut_2aad23831dd3
0.5,pathspec,pyjwt,120,0.1293,False,False,5000,0,8,source,mut_2b23de3aacc0
0.5,pathspec,pyjwt,120,0.1012,False,False,5000,0,9,source,mut_2c26ae5c9de4
0.5,pathspec,pyjwt,120,0.042,False,False,5000,0,10,source,mut_2ddbc9596010
0.5,pathspec,pyjwt,120,0.1112,False,False,5000,0,11,source,mut_2eb63ee45454
0.5,pathspec,pyjwt,120,0.1394,False,False,5000,0,12,source,mut_2ec8e80960f0
0.5,pathspec,pyjwt,120,0.0297,False,False,5000,0,13,source,mut_3082e187b8ef
0.5,pathspec,pyjwt,120,0.0316,False,False,5000,0,14,source,mut_31f518d1d40a
0.5,pathspec,pyjwt,120,0.0359,False,False,5000,0,15,source,mut_320e16630e8d
0.5,pathspec,pyjwt,120,0.0166,False,False,5000,0,16,source,mut_320f1bbd9777
0.5,pathspec,pyjwt,120,0.1275,False,False,5000,0,17,source,mut_3435678f3d1f
0.5,pathspec,pyjwt,120,0.0243,False,False,5000,0,18,source,mut_34de7097f517
0.5,pathspec,pyjwt,120,0.1076,False,False,5000,0,19,source,mut_36ed19b50bb6
0.5,pathspec,pyjwt,120,0.1012,False,False,5000,0,20,source,mut_38e31a877c89
0.5,pathspec,pyjwt,120,0.0485,False,False,5000,0,21,source,mut_3d9c3b57e236
0.5,pathspec,pyjwt,120,0.0293,False,False,5000,0,22,source,mut_3e91be117447
0.5,pathspec,pyjwt,120,0.1498,False,False,5000,0,23,source,mut_3f8d3853760f
0.5,pathspec,pyjwt,120,0.0841,False,False,5000,0,24,source,mut_421ebecfcd7e
0.5,pathspec,pyjwt,120,0.0225,False,False,5000,0,25,source,mut_427622f7a299
0.5,pathspec,pyjwt,120,0.1275,False,False,5000,0,26,source,mut_431b67bbe621
0.5,pathspec,pyjwt,120,0.1275,False,False,5000,0,27,source,mut_44b56e710faf
0.5,pathspec,pyjwt,120,0.0841,False,False,5000,0,28,source,mut_45affd13a77a
0.5,pathspec,pyjwt,120,0.1061,False,False,5000,0,29,source,mut_471432ae8885
0.5,pathspec,pyjwt,120,0.044,False,False,5000,0,30,source,mut_478be483b398
0.5,pathspec,pyjwt,120,0.0727,False,False,5000,0,31,source,mut_4895293b4211
0.5,pathspec,pyjwt,120,0.1244,False,False,5000,0,32,source,mut_48a4dc98589d
0.5,pathspec,pyjwt,120,0.3197,False,False,5000,0,33,source,mut_4b178ce7b1ef
0.5,pathspec,pyjwt,120,0.1255,False,False,5000,0,34,source,mut_4b8753325a9a
0.5,pathspec,pyjwt,120,0.1458,False,False,5000,0,35,source,mut_4bd9378efc44
0.5,pathspec,pyjwt,120,0.1272,False,False,5000,0,36,source,mut_4bebc81d0582
0.5,pathspec,pyjwt,120,0.0631,False,False,5000,0,37,source,mut_4cf8d68b4291
0.5,pathspec,pyjwt,120,0.1516,False,False,5000,0,38,source,mut_4d1623ec4661
0.5,pathspec,pyjwt,120,0.0383,False,False,5000,0,39,source,mut_4e8862e3cf3a
0.5,pathspec,pyjwt,120,0.1255,False,False,5000,0,40,source,mut_4f76f7f314d9
0.5,pathspec,pyjwt,120,0.1376,False,False,5000,0,41,source,mut_4fdd8a6da136
0.5,pathspec,pyjwt,120,0.0183,False,False,5000,0,42,source,mut_5089b607bf5d
0.5,pathspec,pyjwt,120,0.1255,False,False,5000,0,43,source,mut_51b7548f6be4
0.5,pathspec,pyjwt,120,0.0167,False,False,5000,0,44,source,mut_526e56868cea
0.5,pathspec,pyjwt,120,0.2104,False,False,5000,0,45,source,mut_52a73d0e3ebe
0.5,pathspec,pyjwt,120,0.0388,False,False,5000,0,46,source,mut_57980718178c
0.5,pathspec,pyjwt,120,0.1251,False,False,5000,0,47,source,mut_57b8d262b042
0.5,pathspec,pyjwt,120,0.2565,False,False,5000,0,48,source,mut_58050a99f914
0.5,pathspec,pyjwt,120,0.031,False,False,5000,0,49,source,mut_581dbb890a1d
0.5,pathspec,pyjwt,120,0.1012,False,False,5000,0,50,source,mut_586d7fb49e4c
0.5,pathspec,pyjwt,120,0.2564,False,False,5000,0,51,source,mut_592bf6aa2871
0.5,pathspec,pyjwt,120,0.0902,False,False,5000,0,52,source,mut_5c86363cc27b
0.5,pathspec,pyjwt,120,0.0295,False,False,5000,0,53,source,mut_610480bcafb0
0.5,pathspec,pyjwt,120,0.1497,False,False,5000,0,54,source,mut_61c1c1b6fb62
0.5,pathspec,pyjwt,120,0.0185,False,False,5000,0,55,source,mut_62cc960809a5
0.5,pathspec,pyjwt,120,0.0594,False,False,5000,0,56,source,mut_62faa507b1c3
0.5,pathspec,pyjwt,120,0.1345,False,False,5000,0,57,source,mut_63b475f1563c
0.5,pathspec,pyjwt,120,0.2223,False,False,5000,0,58,source,mut_65cb36909e91
0.5,pathspec,pyjwt,120,0.0436,False,False,5000,0,59,source,mut_65cf5fe0fb77
0.5,pathspec,pyjwt,120,0.3453,False,False,5000,0,60,source,mut_664907c5da3e
0.5,pathspec,pyjwt,120,0.7314,False,False,5000,0,61,source,mut_68c0e2f4e9c2
0.5,pathspec,pyjwt,120,0.037,False,False,5000,0,62,source,mut_699eece1d1ef
0.5,pathspec,pyjwt,120,0.0267,False,False,5000,0,63,source,mut_69f3d31ece8f
0.5,pathspec,pyjwt,120,0.1421,False,False,5000,0,64,source,mut_6bd882e7041d
0.5,pathspec,pyjwt,120,0.1052,False,False,5000,0,65,source,mut_6ca284c6786a
0.5,pathspec,pyjwt,120,0.2593,False,False,5000,0,66,source,mut_6e1d88e54444
0.5,pathspec,pyjwt,120,0.1124,False,False,5000,0,67,source,mut_6e31d7e44de0
0.5,pathspec,pyjwt,120,0.0403,False,False,5000,0,68,source,mut_6e8869a3ac2f
0.5,pathspec,pyjwt,120,0.0167,False,False,5000,0,69,source,mut_6f26d36d59d7
0.5,pathspec,pyjwt,120,0.1389,False,False,5000,0,70,source,mut_71ead901f38b
0.5,pathspec,pyjwt,120,0.0167,False,False,5000,0,71,source,mut_726eabd9fbbd
0.5,pathspec,pyjwt,120,0.4248,False,False,5000,0,72,source,mut_728748b397c9
0.5,pathspec,pyjwt,120,0.0402,False,False,5000,0,73,source,mut_74b7d1c7be63
0.5,pathspec,pyjwt,120,0.0456,False,False,5000,0,74,source,mut_75540a1b95e9
0.5,pathspec,pyjwt,120,0.0505,False,False,5000,0,75,source,mut_76ffaf9691b5
0.5,pathspec,pyjwt,120,0.0167,False,False,5000,0,76,source,mut_783a4dba2250
0.5,pathspec,pyjwt,120,0.2879,False,False,5000,0,77,source,mut_789106b2993b
0.5,pathspec,pyjwt,120,0.5199,False,False,5000,0,78,source,mut_78c8d340d52d
0.5,pathspec,pyjwt,120,0.1229,False,False,5000,0,79,source,mut_7aacf915363b
0.5,pathspec,pyjwt,120,0.1229,False,False,5000,0,80,source,mut_7c7d5e47831b
0.5,pathspec,pyjwt,120,0.0364,False,False,5000,0,81,source,mut_7d335baf7651
0.5,pathspec,pyjwt,120,0.0156,False,False,5000,0,82,source,mut_7dde5d5f76e6
0.5,pathspec,pyjwt,120,0.0167,False,False,5000,0,83,source,mut_7df37d728be3
0.5,pathspec,pyjwt,120,0.1792,False,False,5000,0,84,source,mut_7f34ecd06216
0.5,pathspec,pyjwt,120,0.0259,False,False,5000,0,85,source,mut_7f7ae1f96c94
0.5,pathspec,pyjwt,120,0.077,False,False,5000,0,86,source,mut_7fc96ad184cc
0.5,pathspec,pyjwt,120,0.0424,False,False,5000,0,87,source,mut_80373f5711eb
0.5,pathspec,pyjwt,120,0.0156,False,False,5000,0,88,source,mut_80b7a3269452
0.5,pathspec,pyjwt,120,0.5397,False,False,5000,0,89,source,mut_823f018497ed
0.5,pathspec,pyjwt,120,0.1125,False,False,5000,0,90,source,mut_831bd74c2ac9
0.5,pathspec,pyjwt,120,0.0806,False,False,5000,0,91,source,mut_8387b0f3a73a
0.5,pathspec,pyjwt,120,0.0156,False,False,5000,0,92,source,mut_84239c3bcfc2
0.5,pathspec,pyjwt,120,0.1185,False,False,5000,0,93,source,mut_84b5132b5f1c
0.5,pathspec,pyjwt,120,0.1124,False,False,5000,0,94,source,mut_863433ea349d
0.5,pathspec,pyjwt,120,0.4827,False,False,5000,0,95,source,mut_877609ab6efc
0.5,pathspec,pyjwt,120,0.1235,False,False,5000,0,96,source,mut_8794532a3677
0.5,pathspec,pyjwt,120,0.2313,False,False,5000,0,97,source,mut_8ad340ef9307
0.5,pathspec,pyjwt,120,0.1012,False,False,5000,0,98,source,mut_8adff7d261ef
0.5,pathspec,pyjwt,120,0.0156,False,False,5000,0,99,source,mut_8b68b9e8a642
0.5,pathspec,pyjwt,120,0.0156,False,False,5000,0,100,source,mut_8bea1842d255
0.5,pathspec,pyjwt,120,0.1523,False,False,5000,0,101,source,mut_8bfa7d74872d
0.5,pathspec,pyjwt,120,0.0374,False,False,5000,0,102,source,mut_8c2cb818e766
0.5,pathspec,pyjwt,120,0.027,False,False,5000,0,103,source,mut_8ce69e99be76
0.5,pathspec,pyjwt,120,0.0308,False,False,5000,0,104,source,mut_8d4bcd0255a9
0.5,pathspec,pyjwt,120,0.0453,False,False,5000,0,105,source,mut_8f2a2ec1d415
0.5,pathspec,pyjwt,120,0.3715,False,False,5000,0,106,source,mut_9092a77d0e53
0.5,pathspec,pyjwt,120,0.042,False,False,5000,0,107,source,mut_92ab8171bb0e
0.5,pathspec,pyjwt,120,0.4778,False,False,5000,0,108,source,mut_92addc6ad1be
0.5,pathspec,pyjwt,120,0.1615,False,False,5000,0,109,source,mut_93806bd38d9c
0.5,pathspec,pyjwt,120,0.2414,False,False,5000,0,110,source,mut_94db1e9297ba
0.5,pathspec,pyjwt,120,0.12,False,False,5000,0,111,source,mut_95719d0828b4
0.5,pathspec,pyjwt,120,0.0196,False,False,5000,0,112,source,mut_957cdf409595
0.5,pathspec,pyjwt,120,0.1183,False,False,5000,0,113,source,mut_95c4e91f4b0c
0.5,pathspec,pyjwt,120,0.0508,False,False,5000,0,114,source,mut_968dbc7e9989
0.5,pathspec,pyjwt,120,0.0344,False,False,5000,0,115,source,mut_992d5f59d2f2
0.5,pathspec,pyjwt,120,0.1623,False,False,5000,0,116,source,mut_99a079868ed1
0.5,pathspec,pyjwt,120,0.0268,False,False,5000,0,117,source,mut_9a8d5937b0cd
0.5,pathspec,pyjwt,120,0.0654,False,False,5000,0,118,source,mut_9b5216ce1154
0.5,pathspec,pyjwt,120,0.2467,False,False,5000,0,119,source,mut_9b565ea83a72
0.5,pathspec,pyjwt,120,0.1632,False,False,5000,0,120,target,mut_011b7a550781
0.5,pathspec,pyjwt,120,0.1317,False,False,5000,0,121,target,mut_025a2062b2d2
0.5,pathspec,pyjwt,120,0.6681,False,False,5000,0,122,target,mut_026e41ade2dd
0.5,pathspec,pyjwt,120,0.0169,False,False,5000,0,123,target,mut_0381f7a0347f
0.5,pathspec,pyjwt,120,0.2739,False,False,5000,0,124,target,mut_03b1ed75afd5
0.5,pathspec,pyjwt,120,0.7674,True,True,5000,1,125,target,mut_03f78dc2a2db
0.5,pathspec,pyjwt,120,0.1107,False,False,5000,1,126,target,mut_04a33694e06d
0.5,pathspec,pyjwt,120,0.163,False,False,5000,1,127,target,mut_050fe3d70850
0.5,pathspec,pyjwt,120,0.16,False,False,5000,1,128,target,mut_060ede386488
0.5,pathspec,pyjwt,120,0.1284,False,False,5000,1,129,target,mut_06dd54e998c8
0.5,pathspec,pyjwt,120,0.1669,False,False,5000,1,130,target,mut_070c03ca5de7
0.5,pathspec,pyjwt,120,0.117,False,False,5000,1,131,target,mut_0804fc88adc6
0.5,pathspec,pyjwt,120,0.1578,False,False,5000,1,132,target,mut_08fe1ef1bf4f
0.5,pathspec,pyjwt,120,0.1091,False,False,5000,1,133,target,mut_0907a581ad8d
0.5,pathspec,pyjwt,120,0.1335,False,False,5000,1,134,target,mut_0918eab2bdaa
0.5,pathspec,pyjwt,120,0.1148,False,False,5000,1,135,target,mut_0a03e57cdd11
0.5,pathspec,pyjwt,120,0.1223,False,False,5000,1,136,target,mut_0aaa29b41f52
0.5,pathspec,pyjwt,120,0.1719,False,False,5000,1,137,target,mut_0bd7ee82381b
0.5,pathspec,pyjwt,120,0.3605,False,False,5000,1,138,target,mut_0c6969fb1099
0.5,pathspec,pyjwt,120,0.035,False,False,5000,1,139,target,mut_0c91a0e64c2a
0.5,pathspec,pyjwt,120,0.2175,True,True,5000,2,140,target,mut_0cecdb08dd2e
0.5,pathspec,pyjwt,120,0.1395,False,False,5000,2,141,target,mut_0ee2194957d1
0.5,pathspec,pyjwt,120,0.09,False,False,5000,2,142,target,mut_113f413c068a
0.5,pathspec,pyjwt,120,0.2811,False,False,5000,2,143,target,mut_11df805c8ef8
0.5,pathspec,pyjwt,120,0.2816,False,False,5000,2,144,target,mut_13ece2a867ee
0.5,pathspec,pyjwt,120,0.0909,False,False,5000,2,145,target,mut_14951975b253
0.5,pathspec,pyjwt,120,0.2189,False,False,5000,2,146,target,mut_15c1b66904c3
0.5,pathspec,pyjwt,120,0.0947,False,False,5000,2,147,target,mut_16dfd19f6c76
0.5,pathspec,pyjwt,120,0.1421,False,False,5000,2,148,target,mut_17e545452c8d
0.5,pathspec,pyjwt,120,0.2876,False,False,5000,2,149,target,mut_1890c6e1fdac
0.5,pathspec,pyjwt,120,0.173,False,False,5000,2,150,target,mut_18cb0a587d65
0.5,pathspec,pyjwt,120,0.1052,False,False,5000,2,151,target,mut_19d075f690a5
0.5,pathspec,pyjwt,120,0.1038,False,False,5000,2,152,target,mut_1a9b70488b2c
0.5,pathspec,pyjwt,120,0.3044,False,False,5000,2,153,target,mut_1ac337afbb78
0.5,pathspec,pyjwt,120,0.2018,True,True,5000,3,154,target,mut_1c9279e74dda
0.5,pathspec,pyjwt,120,0.0221,False,False,5000,3,155,target,mut_1eb770f99e5e
0.5,pathspec,pyjwt,120,0.0481,False,False,5000,3,156,target,mut_1f6f654065ec
0.5,pathspec,pyjwt,120,0.0354,False,False,5000,3,157,target,mut_1fc0f1a7b7f0
0.5,pathspec,pyjwt,120,0.0146,False,False,5000,3,158,target,mut_1ffaaa54c047
0.5,pathspec,pyjwt,120,0.143,False,False,5000,3,159,target,mut_20dbd0097bff
0.5,pathspec,pyjwt,120,0.091,False,False,5000,3,160,target,mut_20f7c2b61afd
0.5,pathspec,pyjwt,120,0.1366,False,False,5000,3,161,target,mut_2166c6015c41
0.5,pathspec,pyjwt,120,0.028,False,False,5000,3,162,target,mut_216f50c9920d
0.5,pathspec,pyjwt,120,0.1418,False,False,5000,3,163,target,mut_21a6decde87b
0.5,pathspec,pyjwt,120,0.0177,False,False,5000,3,164,target,mut_24e294eb01da
0.5,pathspec,pyjwt,120,0.0273,False,False,5000,3,165,target,mut_25bea34fda06
0.5,pathspec,pyjwt,120,0.0196,False,False,5000,3,166,target,mut_2718bf1b9b0e
0.5,pathspec,pyjwt,120,0.0362,False,False,5000,3,167,target,mut_27b09d8c7689
0.5,pathspec,pyjwt,120,0.0281,False,False,5000,3,168,target,mut_28ce0d973d74
0.5,pathspec,pyjwt,120,0.042,False,False,5000,3,169,target,mut_295bafe67e4d
0.5,pathspec,pyjwt,120,0.0776,False,False,5000,3,170,target,mut_29e99c2cf3ea
0.5,pathspec,pyjwt,120,0.0709,False,False,5000,3,171,target,mut_29f508aa9ccf
0.5,pathspec,pyjwt,120,0.0874,True,True,5000,4,172,target,mut_2a9c2a8eadc8
0.5,pathspec,pyjwt,120,0.1778,False,False,5000,4,173,target,mut_2aa3b6acb4ea
0.5,pathspec,pyjwt,120,0.1037,False,False,5000,4,174,target,mut_2ac852453414
0.5,pathspec,pyjwt,120,0.072,False,False,5000,4,175,target,mut_2c4f80427f9d
0.5,pathspec,pyjwt,120,0.0703,False,False,5000,4,176,target,mut_2d948b208be0
0.5,pathspec,pyjwt,120,0.027,False,False,5000,4,177,target,mut_2e00b44926f6
0.5,pathspec,pyjwt,120,0.1861,False,False,5000,4,178,target,mut_2f4454f56e97
0.5,pathspec,pyjwt,120,0.0757,False,False,5000,4,179,target,mut_309ac638becc
0.5,pathspec,pyjwt,120,0.1819,False,False,5000,4,180,target,mut_30a78d5efe94
0.5,pathspec,pyjwt,120,0.1983,False,False,5000,4,181,target,mut_30eaa795a680
0.5,pathspec,pyjwt,120,0.1964,False,False,5000,4,182,target,mut_3139b2ad0144
0.5,pathspec,pyjwt,120,0.1941,False,False,5000,4,183,target,mut_36d6b2eb1dd2
0.5,pathspec,pyjwt,120,0.1941,False,False,5000,4,184,target,mut_387d51aa0576
0.5,pathspec,pyjwt,120,0.2003,False,False,5000,4,185,target,mut_3932d965394a
0.5,pathspec,pyjwt,120,0.1032,False,False,5000,4,186,target,mut_398678965686
0.5,pathspec,pyjwt,120,0.1989,False,False,5000,4,187,target,mut_3a6d87727a82
0.5,pathspec,pyjwt,120,0.1927,False,False,5000,4,188,target,mut_3a88b7a8d9a4
0.5,pathspec,pyjwt,120,0.0748,False,False,5000,4,189,target,mut_3ac3cf2072b8
0.5,pathspec,pyjwt,120,0.2126,False,False,5000,4,190,target,mut_3d3a5262de4b
0.5,pathspec,pyjwt,120,0.188,False,False,5000,4,191,target,mut_3ff1e4e04ab9
0.5,pathspec,pyjwt,120,0.5201,False,False,5000,4,192,target,mut_4113d2e10736
0.5,pathspec,pyjwt,120,0.1884,False,False,5000,4,193,target,mut_42544b670025
0.5,pathspec,pyjwt,120,0.1061,False,False,5000,4,194,target,mut_437f7cc37d8d
0.5,pathspec,pyjwt,120,0.1146,False,False,5000,4,195,target,mut_43ec0ea9735a
0.5,pathspec,pyjwt,120,0.1921,False,False,5000,4,196,target,mut_43fb88911a37
0.5,pathspec,pyjwt,120,0.1908,False,False,5000,4,197,target,mut_444f60463623
0.5,pathspec,pyjwt,120,0.1912,False,False,5000,4,198,target,mut_456cfa26be64
0.5,pathspec,pyjwt,120,0.2217,False,False,5000,4,199,target,mut_463aa218c002
0.5,pathspec,pyjwt,120,0.0829,False,False,5000,4,200,target,mut_478a55ca2b09
0.5,pathspec,pyjwt,120,0.1835,False,False,5000,4,201,target,mut_4af46cbbaec7
0.5,pathspec,pyjwt,120,0.1895,False,False,5000,4,202,target,mut_4b3bb8874283
0.5,pathspec,pyjwt,120,0.381,False,False,5000,4,203,target,mut_4c0b49a434ba
0.5,pathspec,pyjwt,120,0.1923,False,False,5000,4,204,target,mut_4ccad6da159a
0.5,pathspec,pyjwt,120,0.1562,False,False,5000,4,205,target,mut_50e475c36c0a
0.5,pathspec,pyjwt,120,0.0821,False,False,5000,4,206,target,mut_50ed11f612cc
0.5,pathspec,pyjwt,120,0.0611,False,False,5000,4,207,target,mut_51e85f42c905
0.5,pathspec,pyjwt,120,0.1695,False,False,5000,4,208,target,mut_526a13aa0926
0.5,pathspec,pyjwt,120,0.123,False,False,5000,4,209,target,mut_52ab84aad0d4
0.5,pathspec,pyjwt,120,0.1259,False,False,5000,4,210,target,mut_52fe5bac9a7a
0.5,pathspec,pyjwt,120,0.0734,False,False,5000,4,211,target,mut_545f16e5b3df
0.5,pathspec,pyjwt,120,0.1825,False,False,5000,4,212,target,mut_547f6fbbcbe2
0.5,pathspec,pyjwt,120,0.1885,False,False,5000,4,213,target,mut_54fa426f5858
0.5,pathspec,pyjwt,120,0.1744,False,False,5000,4,214,target,mut_592ce5f61ca7
0.5,pathspec,pyjwt,120,0.1936,False,False,5000,4,215,target,mut_5a0d26c058d4
0.5,pathspec,pyjwt,120,0.2154,False,False,5000,4,216,target,mut_5b3f2d9cbf03
0.5,pathspec,pyjwt,120,0.086,False,False,5000,4,217,target,mut_5c64ff199ac5
0.5,pathspec,pyjwt,120,0.1867,False,False,5000,4,218,target,mut_5f51c0f4a848
0.5,pathspec,pyjwt,120,0.206,False,False,5000,4,219,target,mut_6049d17f369e
0.5,pathspec,pyjwt,120,0.2044,False,False,5000,4,220,target,mut_60552fac6908
0.5,pathspec,pyjwt,120,0.0707,False,False,5000,4,221,target,mut_60d6f3cf3948
0.5,pathspec,pyjwt,120,0.186,False,False,5000,4,222,target,mut_615c8ed8414e
0.5,pathspec,pyjwt,120,0.1847,False,False,5000,4,223,target,mut_6210fdc74359
0.5,pathspec,pyjwt,120,0.083,False,False,5000,4,224,target,mut_65dbbf1f1b00
0.5,pathspec,pyjwt,120,0.1944,False,False,5000,4,225,target,mut_67610408123d
0.5,pathspec,pyjwt,120,0.0844,False,False,5000,4,226,target,mut_6762e5978e41
0.5,pathspec,pyjwt,120,0.1976,False,False,5000,4,227,target,mut_68fb61939483
0.5,pathspec,pyjwt,120,0.3745,False,False,5000,4,228,target,mut_69f17ac7f4ff
0.5,pathspec,pyjwt,120,0.1615,False,False,5000,4,229,target,mut_6a6c014ca1f7
0.5,pathspec,pyjwt,120,0.0633,False,False,5000,4,230,target,mut_6a9275dcfc0a
0.5,pathspec,pyjwt,120,0.3881,False,False,5000,4,231,target,mut_6ad127f32aea
0.5,pathspec,pyjwt,120,0.0965,False,False,5000,4,232,target,mut_6b65c1606cb4
0.5,pathspec,pyjwt,120,0.1647,False,False,5000,4,233,target,mut_6b81d79c96be
0.5,pathspec,pyjwt,120,0.1108,False,False,5000,4,234,target,mut_6c291d41de8b
0.5,pathspec,pyjwt,120,0.3782,False,False,5000,4,235,target,mut_6d9b19e64534
0.5,pathspec,pyjwt,120,0.0834,False,False,5000,4,236,target,mut_6db4ac6d9443
0.5,pathspec,pyjwt,120,0.1675,False,False,5000,4,237,target,mut_713de7973bcf
0.5,pathspec,pyjwt,120,0.1106,False,False,5000,4,238,target,mut_73d581fb62eb
0.5,pathspec,pyjwt,120,0.2334,False,False,5000,4,239,target,mut_74f0ea6a5857
0.5,pyjwt,sqlparse,120,0.1089,False,False,5000,0,0,source,mut_20f7c2b61afd
0.5,pyjwt,sqlparse,120,0.1176,False,False,5000,0,1,source,mut_2166c6015c41
0.5,pyjwt,sqlparse,120,0.0433,False,False,5000,0,2,source,mut_216f50c9920d
0.5,pyjwt,sqlparse,120,0.1372,False,False,5000,0,3,source,mut_21a6decde87b
0.5,pyjwt,sqlparse,120,0.0325,False,False,5000,0,4,source,mut_24e294eb01da
0.5,pyjwt,sqlparse,120,0.0404,False,False,5000,0,5,source,mut_25bea34fda06
0.5,pyjwt,sqlparse,120,0.0325,False,False,5000,0,6,source,mut_2718bf1b9b0e
0.5,pyjwt,sqlparse,120,0.0611,False,False,5000,0,7,source,mut_27b09d8c7689
0.5,pyjwt,sqlparse,120,0.0405,False,False,5000,0,8,source,mut_28ce0d973d74
0.5,pyjwt,sqlparse,120,0.0524,False,False,5000,0,9,source,mut_295bafe67e4d
0.5,pyjwt,sqlparse,120,0.0972,False,False,5000,0,10,source,mut_29e99c2cf3ea
0.5,pyjwt,sqlparse,120,0.0816,False,False,5000,0,11,source,mut_29f508aa9ccf
0.5,pyjwt,sqlparse,120,0.1009,False,False,5000,0,12,source,mut_2a9c2a8eadc8
0.5,pyjwt,sqlparse,120,0.0339,False,False,5000,0,13,source,mut_2aa3b6acb4ea
0.5,pyjwt,sqlparse,120,0.0419,False,False,5000,0,14,source,mut_2ac852453414
0.5,pyjwt,sqlparse,120,0.0373,False,False,5000,0,15,source,mut_2c4f80427f9d
0.5,pyjwt,sqlparse,120,0.0354,False,False,5000,0,16,source,mut_2d948b208be0
0.5,pyjwt,sqlparse,120,0.0263,False,False,5000,0,17,source,mut_2e00b44926f6
0.5,pyjwt,sqlparse,120,0.047,False,False,5000,0,18,source,mut_2f4454f56e97
0.5,pyjwt,sqlparse,120,0.1172,False,False,5000,0,19,source,mut_309ac638becc
0.5,pyjwt,sqlparse,120,0.0319,False,False,5000,0,20,source,mut_30a78d5efe94
0.5,pyjwt,sqlparse,120,0.1529,False,False,5000,0,21,source,mut_30eaa795a680
0.5,pyjwt,sqlparse,120,0.0945,False,False,5000,0,22,source,mut_3139b2ad0144
0.5,pyjwt,sqlparse,120,0.1634,False,False,5000,0,23,source,mut_36d6b2eb1dd2
0.5,pyjwt,sqlparse,120,0.037,False,False,5000,0,24,source,mut_387d51aa0576
0.5,pyjwt,sqlparse,120,0.07,False,False,5000,0,25,source,mut_3932d965394a
0.5,pyjwt,sqlparse,120,0.0638,False,False,5000,0,26,source,mut_398678965686
0.5,pyjwt,sqlparse,120,0.0416,False,False,5000,0,27,source,mut_3a6d87727a82
0.5,pyjwt,sqlparse,120,0.047,False,False,5000,0,28,source,mut_3a88b7a8d9a4
0.5,pyjwt,sqlparse,120,0.0383,False,False,5000,0,29,source,mut_3ac3cf2072b8
0.5,pyjwt,sqlparse,120,0.058,False,False,5000,0,30,source,mut_3d3a5262de4b
0.5,pyjwt,sqlparse,120,0.0501,False,False,5000,0,31,source,mut_3ff1e4e04ab9
0.5,pyjwt,sqlparse,120,0.3751,False,False,5000,0,32,source,mut_4113d2e10736
0.5,pyjwt,sqlparse,120,0.0318,False,False,5000,0,33,source,mut_42544b670025
0.5,pyjwt,sqlparse,120,0.0729,False,False,5000,0,34,source,mut_437f7cc37d8d
0.5,pyjwt,sqlparse,120,0.072,False,False,5000,0,35,source,mut_43ec0ea9735a
0.5,pyjwt,sqlparse,120,0.0313,False,False,5000,0,36,source,mut_43fb88911a37
0.5,pyjwt,sqlparse,120,0.1686,False,False,5000,0,37,source,mut_444f60463623
0.5,pyjwt,sqlparse,120,0.0555,False,False,5000,0,38,source,mut_456cfa26be64
0.5,pyjwt,sqlparse,120,0.195,False,False,5000,0,39,source,mut_463aa218c002
0.5,pyjwt,sqlparse,120,0.1129,False,False,5000,0,40,source,mut_478a55ca2b09
0.5,pyjwt,sqlparse,120,0.0374,False,False,5000,0,41,source,mut_4af46cbbaec7
0.5,pyjwt,sqlparse,120,0.0832,False,False,5000,0,42,source,mut_4b3bb8874283
0.5,pyjwt,sqlparse,120,0.3851,False,False,5000,0,43,source,mut_4c0b49a434ba
0.5,pyjwt,sqlparse,120,0.1489,False,False,5000,0,44,source,mut_4ccad6da159a
0.5,pyjwt,sqlparse,120,0.1242,False,False,5000,0,45,source,mut_50e475c36c0a
0.5,pyjwt,sqlparse,120,0.0562,False,False,5000,0,46,source,mut_50ed11f612cc
0.5,pyjwt,sqlparse,120,0.0456,False,False,5000,0,47,source,mut_51e85f42c905
0.5,pyjwt,sqlparse,120,0.0347,False,False,5000,0,48,source,mut_526a13aa0926
0.5,pyjwt,sqlparse,120,0.0773,False,False,5000,0,49,source,mut_52ab84aad0d4
0.5,pyjwt,sqlparse,120,0.0812,False,False,5000,0,50,source,mut_52fe5bac9a7a
0.5,pyjwt,sqlparse,120,0.0563,False,False,5000,0,51,source,mut_545f16e5b3df
0.5,pyjwt,sqlparse,120,0.0487,False,False,5000,0,52,source,mut_547f6fbbcbe2
0.5,pyjwt,sqlparse,120,0.0394,False,False,5000,0,53,source,mut_54fa426f5858
0.5,pyjwt,sqlparse,120,0.123,False,False,5000,0,54,source,mut_592ce5f61ca7
